"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"ABM_Unit4_model7.nlogox"
"social-influence-experiment"
"07/08/2026 16:45:24:111 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","broadcast","density","social","frac-influential","m","network","influential-weight","[step]","count turtles with [adopted?]","count regulars with [adopted?]","count influentials with  [adopted?]"
"17","0.01","0.3","0.2","0.25","100","random","0.7","36","95","71","24"
"17","0.01","0.3","0.2","0.25","100","random","0.7","37","97","72","25"
"38","0.01","0.3","0.4","0.25","100","random","0.7","0","0","0","0"
"37","0.01","0.3","0.4","0.25","100","random","0.7","5","39","29","10"
"17","0.01","0.3","0.2","0.25","100","random","0.7","38","97","72","25"
"36","0.01","0.3","0.4","0.25","100","random","0.7","4","5","4","1"
"38","0.01","0.3","0.4","0.25","100","random","0.7","1","0","0","0"
"33","0.01","0.3","0.4","0.25","100","random","0.7","7","23","19","4"
"37","0.01","0.3","0.4","0.25","100","random","0.7","6","51","36","15"
"17","0.01","0.3","0.2","0.25","100","random","0.7","39","97","72","25"
"38","0.01","0.3","0.4","0.25","100","random","0.7","2","1","1","0"
"33","0.01","0.3","0.4","0.25","100","random","0.7","8","35","27","8"
"36","0.01","0.3","0.4","0.25","100","random","0.7","5","7","6","1"
"37","0.01","0.3","0.4","0.25","100","random","0.7","7","63","46","17"
"33","0.01","0.3","0.4","0.25","100","random","0.7","9","42","31","11"
"17","0.01","0.3","0.2","0.25","100","random","0.7","40","98","73","25"
"37","0.01","0.3","0.4","0.25","100","random","0.7","8","75","55","20"
"38","0.01","0.3","0.4","0.25","100","random","0.7","3","2","1","1"
"17","0.01","0.3","0.2","0.25","100","random","0.7","41","99","74","25"
"17","0.01","0.3","0.2","0.25","100","random","0.7","42","99","74","25"
"36","0.01","0.3","0.4","0.25","100","random","0.7","6","10","9","1"
"17","0.01","0.3","0.2","0.25","100","random","0.7","43","99","74","25"
"33","0.01","0.3","0.4","0.25","100","random","0.7","10","52","38","14"
"37","0.01","0.3","0.4","0.25","100","random","0.7","9","81","59","22"
"17","0.01","0.3","0.2","0.25","100","random","0.7","44","99","74","25"
"37","0.01","0.3","0.4","0.25","100","random","0.7","10","88","65","23"
"38","0.01","0.3","0.4","0.25","100","random","0.7","4","2","1","1"
"17","0.01","0.3","0.2","0.25","100","random","0.7","45","99","74","25"
"37","0.01","0.3","0.4","0.25","100","random","0.7","11","92","68","24"
"33","0.01","0.3","0.4","0.25","100","random","0.7","11","62","46","16"
"37","0.01","0.3","0.4","0.25","100","random","0.7","12","94","70","24"
"37","0.01","0.3","0.4","0.25","100","random","0.7","13","95","71","24"
"37","0.01","0.3","0.4","0.25","100","random","0.7","14","97","73","24"
"37","0.01","0.3","0.4","0.25","100","random","0.7","15","99","74","25"
"36","0.01","0.3","0.4","0.25","100","random","0.7","7","13","12","1"
"37","0.01","0.3","0.4","0.25","100","random","0.7","16","100","75","25"
"33","0.01","0.3","0.4","0.25","100","random","0.7","12","73","53","20"
"38","0.01","0.3","0.4","0.25","100","random","0.7","5","5","4","1"
"17","0.01","0.3","0.2","0.25","100","random","0.7","46","99","74","25"
"17","0.01","0.3","0.2","0.25","100","random","0.7","47","99","74","25"
"33","0.01","0.3","0.4","0.25","100","random","0.7","13","81","59","22"
"17","0.01","0.3","0.2","0.25","100","random","0.7","48","99","74","25"
"17","0.01","0.3","0.2","0.25","100","random","0.7","49","99","74","25"
"33","0.01","0.3","0.4","0.25","100","random","0.7","14","89","66","23"
"17","0.01","0.3","0.2","0.25","100","random","0.7","50","99","74","25"
"17","0.01","0.3","0.2","0.25","100","random","0.7","51","100","75","25"
"36","0.01","0.3","0.4","0.25","100","random","0.7","8","17","16","1"
"38","0.01","0.3","0.4","0.25","100","random","0.7","6","11","8","3"
"33","0.01","0.3","0.4","0.25","100","random","0.7","15","93","69","24"
"38","0.01","0.3","0.4","0.25","100","random","0.7","7","17","11","6"
"33","0.01","0.3","0.4","0.25","100","random","0.7","16","96","72","24"
"33","0.01","0.3","0.4","0.25","100","random","0.7","17","97","72","25"
"36","0.01","0.3","0.4","0.25","100","random","0.7","9","18","17","1"
"33","0.01","0.3","0.4","0.25","100","random","0.7","18","97","72","25"
"33","0.01","0.3","0.4","0.25","100","random","0.7","19","99","74","25"
"33","0.01","0.3","0.4","0.25","100","random","0.7","20","100","75","25"
"38","0.01","0.3","0.4","0.25","100","random","0.7","8","24","17","7"
"36","0.01","0.3","0.4","0.25","100","random","0.7","10","20","19","1"
"38","0.01","0.3","0.4","0.25","100","random","0.7","9","37","25","12"
"36","0.01","0.3","0.4","0.25","100","random","0.7","11","25","23","2"
"39","0.01","0.3","0.4","0.25","100","random","0.7","0","0","0","0"
"38","0.01","0.3","0.4","0.25","100","random","0.7","10","46","32","14"
"38","0.01","0.3","0.4","0.25","100","random","0.7","11","57","41","16"
"39","0.01","0.3","0.4","0.25","100","random","0.7","1","1","1","0"
"38","0.01","0.3","0.4","0.25","100","random","0.7","12","68","51","17"
"36","0.01","0.3","0.4","0.25","100","random","0.7","12","31","28","3"
"39","0.01","0.3","0.4","0.25","100","random","0.7","2","1","1","0"
"38","0.01","0.3","0.4","0.25","100","random","0.7","13","76","59","17"
"38","0.01","0.3","0.4","0.25","100","random","0.7","14","81","63","18"
"36","0.01","0.3","0.4","0.25","100","random","0.7","13","33","28","5"
"39","0.01","0.3","0.4","0.25","100","random","0.7","3","2","2","0"
"38","0.01","0.3","0.4","0.25","100","random","0.7","15","90","69","21"
"38","0.01","0.3","0.4","0.25","100","random","0.7","16","94","70","24"
"38","0.01","0.3","0.4","0.25","100","random","0.7","17","95","71","24"
"38","0.01","0.3","0.4","0.25","100","random","0.7","18","97","73","24"
"41","0.01","0.3","0.5","0.25","100","random","0.7","0","0","0","0"
"38","0.01","0.3","0.4","0.25","100","random","0.7","19","98","74","24"
"36","0.01","0.3","0.4","0.25","100","random","0.7","14","44","34","10"
"38","0.01","0.3","0.4","0.25","100","random","0.7","20","98","74","24"
"39","0.01","0.3","0.4","0.25","100","random","0.7","4","3","3","0"
"38","0.01","0.3","0.4","0.25","100","random","0.7","21","98","74","24"
"38","0.01","0.3","0.4","0.25","100","random","0.7","22","98","74","24"
"38","0.01","0.3","0.4","0.25","100","random","0.7","23","99","75","24"
"38","0.01","0.3","0.4","0.25","100","random","0.7","24","99","75","24"
"38","0.01","0.3","0.4","0.25","100","random","0.7","25","100","75","25"
"36","0.01","0.3","0.4","0.25","100","random","0.7","15","55","42","13"
"41","0.01","0.3","0.5","0.25","100","random","0.7","1","2","1","1"
"39","0.01","0.3","0.4","0.25","100","random","0.7","5","4","4","0"
"40","0.01","0.3","0.4","0.25","100","random","0.7","0","0","0","0"
"41","0.01","0.3","0.5","0.25","100","random","0.7","2","3","2","1"
"39","0.01","0.3","0.4","0.25","100","random","0.7","6","7","7","0"
"36","0.01","0.3","0.4","0.25","100","random","0.7","16","60","46","14"
"41","0.01","0.3","0.5","0.25","100","random","0.7","3","6","5","1"
"39","0.01","0.3","0.4","0.25","100","random","0.7","7","10","10","0"
"35","0.01","0.3","0.4","0.25","100","random","0.7","1","6","5","1"
"41","0.01","0.3","0.5","0.25","100","random","0.7","4","8","7","1"
"36","0.01","0.3","0.4","0.25","100","random","0.7","17","73","55","18"
"40","0.01","0.3","0.4","0.25","100","random","0.7","1","2","2","0"
"39","0.01","0.3","0.4","0.25","100","random","0.7","8","17","16","1"
"36","0.01","0.3","0.4","0.25","100","random","0.7","18","85","66","19"
"41","0.01","0.3","0.5","0.25","100","random","0.7","5","13","12","1"
"39","0.01","0.3","0.4","0.25","100","random","0.7","9","21","19","2"
"36","0.01","0.3","0.4","0.25","100","random","0.7","19","88","67","21"
"36","0.01","0.3","0.4","0.25","100","random","0.7","20","92","70","22"
"36","0.01","0.3","0.4","0.25","100","random","0.7","21","94","72","22"
"40","0.01","0.3","0.4","0.25","100","random","0.7","2","2","2","0"
"36","0.01","0.3","0.4","0.25","100","random","0.7","22","94","72","22"
"41","0.01","0.3","0.5","0.25","100","random","0.7","6","16","14","2"
"36","0.01","0.3","0.4","0.25","100","random","0.7","23","97","74","23"
"39","0.01","0.3","0.4","0.25","100","random","0.7","10","29","25","4"
"41","0.01","0.3","0.5","0.25","100","random","0.7","7","26","21","5"
"39","0.01","0.3","0.4","0.25","100","random","0.7","11","32","28","4"
"40","0.01","0.3","0.4","0.25","100","random","0.7","3","4","2","2"
"41","0.01","0.3","0.5","0.25","100","random","0.7","8","34","27","7"
"42","0.01","0.3","0.5","0.25","100","random","0.7","0","0","0","0"
"36","0.01","0.3","0.4","0.25","100","random","0.7","24","98","74","24"
"39","0.01","0.3","0.4","0.25","100","random","0.7","12","35","30","5"
"36","0.01","0.3","0.4","0.25","100","random","0.7","25","100","75","25"
"41","0.01","0.3","0.5","0.25","100","random","0.7","9","47","34","13"
"39","0.01","0.3","0.4","0.25","100","random","0.7","13","40","32","8"
"42","0.01","0.3","0.5","0.25","100","random","0.7","1","2","2","0"
"41","0.01","0.3","0.5","0.25","100","random","0.7","10","61","45","16"
"39","0.01","0.3","0.4","0.25","100","random","0.7","14","55","45","10"
"41","0.01","0.3","0.5","0.25","100","random","0.7","11","74","54","20"
"42","0.01","0.3","0.5","0.25","100","random","0.7","2","3","3","0"
"41","0.01","0.3","0.5","0.25","100","random","0.7","12","84","62","22"
"39","0.01","0.3","0.4","0.25","100","random","0.7","15","63","52","11"
"41","0.01","0.3","0.5","0.25","100","random","0.7","13","92","68","24"
"42","0.01","0.3","0.5","0.25","100","random","0.7","3","3","3","0"
"41","0.01","0.3","0.5","0.25","100","random","0.7","14","96","71","25"
"41","0.01","0.3","0.5","0.25","100","random","0.7","15","98","73","25"
"41","0.01","0.3","0.5","0.25","100","random","0.7","16","99","74","25"
"41","0.01","0.3","0.5","0.25","100","random","0.7","17","100","75","25"
"39","0.01","0.3","0.4","0.25","100","random","0.7","16","70","57","13"
"39","0.01","0.3","0.4","0.25","100","random","0.7","17","76","62","14"
"42","0.01","0.3","0.5","0.25","100","random","0.7","4","3","3","0"
"39","0.01","0.3","0.4","0.25","100","random","0.7","18","82","66","16"
"39","0.01","0.3","0.4","0.25","100","random","0.7","19","84","66","18"
"42","0.01","0.3","0.5","0.25","100","random","0.7","5","3","3","0"
"39","0.01","0.3","0.4","0.25","100","random","0.7","20","88","68","20"
"39","0.01","0.3","0.4","0.25","100","random","0.7","21","91","69","22"
"39","0.01","0.3","0.4","0.25","100","random","0.7","22","93","69","24"
"39","0.01","0.3","0.4","0.25","100","random","0.7","23","96","72","24"
"39","0.01","0.3","0.4","0.25","100","random","0.7","24","98","74","24"
"42","0.01","0.3","0.5","0.25","100","random","0.7","6","3","3","0"
"39","0.01","0.3","0.4","0.25","100","random","0.7","25","100","75","25"
"42","0.01","0.3","0.5","0.25","100","random","0.7","7","4","4","0"
"42","0.01","0.3","0.5","0.25","100","random","0.7","8","6","6","0"
"43","0.01","0.3","0.5","0.25","100","random","0.7","0","0","0","0"
"42","0.01","0.3","0.5","0.25","100","random","0.7","9","7","7","0"
"42","0.01","0.3","0.5","0.25","100","random","0.7","10","9","8","1"
"43","0.01","0.3","0.5","0.25","100","random","0.7","1","2","0","2"
"42","0.01","0.3","0.5","0.25","100","random","0.7","11","10","9","1"
"43","0.01","0.3","0.5","0.25","100","random","0.7","2","10","5","5"
"40","0.01","0.3","0.4","0.25","100","random","0.7","4","7","5","2"
"44","0.01","0.3","0.5","0.25","100","random","0.7","0","0","0","0"
"43","0.01","0.3","0.5","0.25","100","random","0.7","3","17","11","6"
"42","0.01","0.3","0.5","0.25","100","random","0.7","12","13","12","1"
"44","0.01","0.3","0.5","0.25","100","random","0.7","1","3","3","0"
"45","0.01","0.3","0.5","0.25","100","random","0.7","0","0","0","0"
"42","0.01","0.3","0.5","0.25","100","random","0.7","13","16","15","1"
"40","0.01","0.3","0.4","0.25","100","random","0.7","5","10","8","2"
"44","0.01","0.3","0.5","0.25","100","random","0.7","2","7","7","0"
"43","0.01","0.3","0.5","0.25","100","random","0.7","4","30","19","11"
"45","0.01","0.3","0.5","0.25","100","random","0.7","1","2","2","0"
"42","0.01","0.3","0.5","0.25","100","random","0.7","14","25","18","7"
"44","0.01","0.3","0.5","0.25","100","random","0.7","3","11","11","0"
"40","0.01","0.3","0.4","0.25","100","random","0.7","6","15","12","3"
"45","0.01","0.3","0.5","0.25","100","random","0.7","2","2","2","0"
"42","0.01","0.3","0.5","0.25","100","random","0.7","15","40","31","9"
"43","0.01","0.3","0.5","0.25","100","random","0.7","5","44","29","15"
"44","0.01","0.3","0.5","0.25","100","random","0.7","4","15","15","0"
"42","0.01","0.3","0.5","0.25","100","random","0.7","16","49","36","13"
"45","0.01","0.3","0.5","0.25","100","random","0.7","3","3","3","0"
"44","0.01","0.3","0.5","0.25","100","random","0.7","5","19","19","0"
"42","0.01","0.3","0.5","0.25","100","random","0.7","17","60","43","17"
"43","0.01","0.3","0.5","0.25","100","random","0.7","6","58","42","16"
"45","0.01","0.3","0.5","0.25","100","random","0.7","4","3","3","0"
"44","0.01","0.3","0.5","0.25","100","random","0.7","6","25","25","0"
"42","0.01","0.3","0.5","0.25","100","random","0.7","18","76","58","18"
"35","0.01","0.3","0.4","0.25","100","random","0.7","2","7","6","1"
"40","0.01","0.3","0.4","0.25","100","random","0.7","7","20","16","4"
"43","0.01","0.3","0.5","0.25","100","random","0.7","7","73","54","19"
"42","0.01","0.3","0.5","0.25","100","random","0.7","19","84","64","20"
"45","0.01","0.3","0.5","0.25","100","random","0.7","5","5","4","1"
"42","0.01","0.3","0.5","0.25","100","random","0.7","20","88","65","23"
"44","0.01","0.3","0.5","0.25","100","random","0.7","7","28","28","0"
"42","0.01","0.3","0.5","0.25","100","random","0.7","21","93","68","25"
"42","0.01","0.3","0.5","0.25","100","random","0.7","22","98","73","25"
"42","0.01","0.3","0.5","0.25","100","random","0.7","23","100","75","25"
"45","0.01","0.3","0.5","0.25","100","random","0.7","6","9","8","1"
"44","0.01","0.3","0.5","0.25","100","random","0.7","8","30","29","1"
"40","0.01","0.3","0.4","0.25","100","random","0.7","8","33","23","10"
"44","0.01","0.3","0.5","0.25","100","random","0.7","9","33","31","2"
"35","0.01","0.3","0.4","0.25","100","random","0.7","3","10","8","2"
"45","0.01","0.3","0.5","0.25","100","random","0.7","7","12","11","1"
"44","0.01","0.3","0.5","0.25","100","random","0.7","10","40","35","5"
"45","0.01","0.3","0.5","0.25","100","random","0.7","8","13","12","1"
"43","0.01","0.3","0.5","0.25","100","random","0.7","8","84","62","22"
"44","0.01","0.3","0.5","0.25","100","random","0.7","11","51","43","8"
"40","0.01","0.3","0.4","0.25","100","random","0.7","9","41","29","12"
"45","0.01","0.3","0.5","0.25","100","random","0.7","9","25","21","4"
"43","0.01","0.3","0.5","0.25","100","random","0.7","9","91","68","23"
"44","0.01","0.3","0.5","0.25","100","random","0.7","12","60","50","10"
"44","0.01","0.3","0.5","0.25","100","random","0.7","13","69","58","11"
"45","0.01","0.3","0.5","0.25","100","random","0.7","10","35","29","6"
"35","0.01","0.3","0.4","0.25","100","random","0.7","4","13","11","2"
"43","0.01","0.3","0.5","0.25","100","random","0.7","10","92","69","23"
"44","0.01","0.3","0.5","0.25","100","random","0.7","14","79","65","14"
"43","0.01","0.3","0.5","0.25","100","random","0.7","11","96","72","24"
"43","0.01","0.3","0.5","0.25","100","random","0.7","12","99","74","25"
"43","0.01","0.3","0.5","0.25","100","random","0.7","13","99","74","25"
"44","0.01","0.3","0.5","0.25","100","random","0.7","15","88","69","19"
"43","0.01","0.3","0.5","0.25","100","random","0.7","14","99","74","25"
"45","0.01","0.3","0.5","0.25","100","random","0.7","11","45","37","8"
"43","0.01","0.3","0.5","0.25","100","random","0.7","15","100","75","25"
"44","0.01","0.3","0.5","0.25","100","random","0.7","16","94","71","23"
"44","0.01","0.3","0.5","0.25","100","random","0.7","17","99","74","25"
"44","0.01","0.3","0.5","0.25","100","random","0.7","18","100","75","25"
"45","0.01","0.3","0.5","0.25","100","random","0.7","12","62","51","11"
"35","0.01","0.3","0.4","0.25","100","random","0.7","5","18","14","4"
"45","0.01","0.3","0.5","0.25","100","random","0.7","13","69","55","14"
"45","0.01","0.3","0.5","0.25","100","random","0.7","14","73","59","14"
"35","0.01","0.3","0.4","0.25","100","random","0.7","6","26","20","6"
"45","0.01","0.3","0.5","0.25","100","random","0.7","15","80","62","18"
"45","0.01","0.3","0.5","0.25","100","random","0.7","16","89","68","21"
"45","0.01","0.3","0.5","0.25","100","random","0.7","17","92","71","21"
"45","0.01","0.3","0.5","0.25","100","random","0.7","18","96","74","22"
"45","0.01","0.3","0.5","0.25","100","random","0.7","19","97","74","23"
"45","0.01","0.3","0.5","0.25","100","random","0.7","20","98","74","24"
"46","0.01","0.3","0.5","0.25","100","random","0.7","0","0","0","0"
"45","0.01","0.3","0.5","0.25","100","random","0.7","21","98","74","24"
"45","0.01","0.3","0.5","0.25","100","random","0.7","22","99","74","25"
"45","0.01","0.3","0.5","0.25","100","random","0.7","23","100","75","25"
"35","0.01","0.3","0.4","0.25","100","random","0.7","7","32","26","6"
"35","0.01","0.3","0.4","0.25","100","random","0.7","8","37","31","6"
"40","0.01","0.3","0.4","0.25","100","random","0.7","10","56","43","13"
"46","0.01","0.3","0.5","0.25","100","random","0.7","1","1","0","1"
"35","0.01","0.3","0.4","0.25","100","random","0.7","9","41","33","8"
"46","0.01","0.3","0.5","0.25","100","random","0.7","2","8","5","3"
"48","0.01","0.3","0.5","0.25","100","random","0.7","0","0","0","0"
"46","0.01","0.3","0.5","0.25","100","random","0.7","3","13","8","5"
"48","0.01","0.3","0.5","0.25","100","random","0.7","1","4","1","3"
"40","0.01","0.3","0.4","0.25","100","random","0.7","11","68","49","19"
"47","0.01","0.3","0.5","0.25","100","random","0.7","0","0","0","0"
"35","0.01","0.3","0.4","0.25","100","random","0.7","10","57","44","13"
"46","0.01","0.3","0.5","0.25","100","random","0.7","4","26","16","10"
"48","0.01","0.3","0.5","0.25","100","random","0.7","2","9","5","4"
"46","0.01","0.3","0.5","0.25","100","random","0.7","5","40","28","12"
"47","0.01","0.3","0.5","0.25","100","random","0.7","1","0","0","0"
"48","0.01","0.3","0.5","0.25","100","random","0.7","3","18","9","9"
"46","0.01","0.3","0.5","0.25","100","random","0.7","6","59","44","15"
"49","0.01","0.3","0.5","0.25","100","random","0.7","0","0","0","0"
"40","0.01","0.3","0.4","0.25","100","random","0.7","12","77","57","20"
"35","0.01","0.3","0.4","0.25","100","random","0.7","11","74","56","18"
"46","0.01","0.3","0.5","0.25","100","random","0.7","7","71","54","17"
"48","0.01","0.3","0.5","0.25","100","random","0.7","4","30","13","17"
"35","0.01","0.3","0.4","0.25","100","random","0.7","12","81","61","20"
"46","0.01","0.3","0.5","0.25","100","random","0.7","8","85","64","21"
"49","0.01","0.3","0.5","0.25","100","random","0.7","1","4","3","1"
"46","0.01","0.3","0.5","0.25","100","random","0.7","9","90","67","23"
"46","0.01","0.3","0.5","0.25","100","random","0.7","10","97","73","24"
"46","0.01","0.3","0.5","0.25","100","random","0.7","11","97","73","24"
"46","0.01","0.3","0.5","0.25","100","random","0.7","12","99","74","25"
"46","0.01","0.3","0.5","0.25","100","random","0.7","13","100","75","25"
"48","0.01","0.3","0.5","0.25","100","random","0.7","5","52","33","19"
"35","0.01","0.3","0.4","0.25","100","random","0.7","13","85","64","21"
"49","0.01","0.3","0.5","0.25","100","random","0.7","2","4","3","1"
"35","0.01","0.3","0.4","0.25","100","random","0.7","14","89","67","22"
"48","0.01","0.3","0.5","0.25","100","random","0.7","6","71","50","21"
"35","0.01","0.3","0.4","0.25","100","random","0.7","15","90","68","22"
"48","0.01","0.3","0.5","0.25","100","random","0.7","7","82","59","23"
"49","0.01","0.3","0.5","0.25","100","random","0.7","3","6","4","2"
"48","0.01","0.3","0.5","0.25","100","random","0.7","8","91","68","23"
"48","0.01","0.3","0.5","0.25","100","random","0.7","9","94","70","24"
"49","0.01","0.3","0.5","0.25","100","random","0.7","4","10","7","3"
"48","0.01","0.3","0.5","0.25","100","random","0.7","10","95","71","24"
"47","0.01","0.3","0.5","0.25","100","random","0.7","2","3","3","0"
"48","0.01","0.3","0.5","0.25","100","random","0.7","11","99","74","25"
"48","0.01","0.3","0.5","0.25","100","random","0.7","12","100","75","25"
"49","0.01","0.3","0.5","0.25","100","random","0.7","5","20","11","9"
"35","0.01","0.3","0.4","0.25","100","random","0.7","16","96","72","24"
"35","0.01","0.3","0.4","0.25","100","random","0.7","17","97","73","24"
"49","0.01","0.3","0.5","0.25","100","random","0.7","6","37","24","13"
"35","0.01","0.3","0.4","0.25","100","random","0.7","18","98","74","24"
"35","0.01","0.3","0.4","0.25","100","random","0.7","19","99","75","24"
"35","0.01","0.3","0.4","0.25","100","random","0.7","20","100","75","25"
"49","0.01","0.3","0.5","0.25","100","random","0.7","7","64","44","20"
"49","0.01","0.3","0.5","0.25","100","random","0.7","8","76","55","21"
"49","0.01","0.3","0.5","0.25","100","random","0.7","9","88","66","22"
"49","0.01","0.3","0.5","0.25","100","random","0.7","10","94","71","23"
"49","0.01","0.3","0.5","0.25","100","random","0.7","11","96","72","24"
"49","0.01","0.3","0.5","0.25","100","random","0.7","12","98","73","25"
"49","0.01","0.3","0.5","0.25","100","random","0.7","13","100","75","25"
"47","0.01","0.3","0.5","0.25","100","random","0.7","3","5","4","1"
"50","0.01","0.3","0.5","0.25","100","random","0.7","0","0","0","0"
"47","0.01","0.3","0.5","0.25","100","random","0.7","4","5","4","1"
"50","0.01","0.3","0.5","0.25","100","random","0.7","1","6","3","3"
"50","0.01","0.3","0.5","0.25","100","random","0.7","2","12","7","5"
"40","0.01","0.3","0.4","0.25","100","random","0.7","13","80","60","20"
"47","0.01","0.3","0.5","0.25","100","random","0.7","5","10","7","3"
"40","0.01","0.3","0.4","0.25","100","random","0.7","14","86","65","21"
"47","0.01","0.3","0.5","0.25","100","random","0.7","6","15","11","4"
"51","0.01","0.3","0.6","0.25","100","random","0.7","0","0","0","0"
"40","0.01","0.3","0.4","0.25","100","random","0.7","15","93","70","23"
"47","0.01","0.3","0.5","0.25","100","random","0.7","7","30","22","8"
"51","0.01","0.3","0.6","0.25","100","random","0.7","1","2","2","0"
"47","0.01","0.3","0.5","0.25","100","random","0.7","8","44","35","9"
"51","0.01","0.3","0.6","0.25","100","random","0.7","2","4","4","0"
"47","0.01","0.3","0.5","0.25","100","random","0.7","9","56","46","10"
"51","0.01","0.3","0.6","0.25","100","random","0.7","3","6","6","0"
"47","0.01","0.3","0.5","0.25","100","random","0.7","10","69","52","17"
"53","0.01","0.3","0.6","0.25","100","random","0.7","0","0","0","0"
"47","0.01","0.3","0.5","0.25","100","random","0.7","11","81","61","20"
"51","0.01","0.3","0.6","0.25","100","random","0.7","4","7","7","0"
"47","0.01","0.3","0.5","0.25","100","random","0.7","12","87","66","21"
"53","0.01","0.3","0.6","0.25","100","random","0.7","1","2","1","1"
"47","0.01","0.3","0.5","0.25","100","random","0.7","13","93","71","22"
"51","0.01","0.3","0.6","0.25","100","random","0.7","5","10","10","0"
"47","0.01","0.3","0.5","0.25","100","random","0.7","14","96","74","22"
"53","0.01","0.3","0.6","0.25","100","random","0.7","2","5","3","2"
"47","0.01","0.3","0.5","0.25","100","random","0.7","15","98","75","23"
"47","0.01","0.3","0.5","0.25","100","random","0.7","16","98","75","23"
"47","0.01","0.3","0.5","0.25","100","random","0.7","17","98","75","23"
"47","0.01","0.3","0.5","0.25","100","random","0.7","18","98","75","23"
"47","0.01","0.3","0.5","0.25","100","random","0.7","19","99","75","24"
"47","0.01","0.3","0.5","0.25","100","random","0.7","20","100","75","25"
"51","0.01","0.3","0.6","0.25","100","random","0.7","6","13","13","0"
"53","0.01","0.3","0.6","0.25","100","random","0.7","3","14","8","6"
"51","0.01","0.3","0.6","0.25","100","random","0.7","7","18","17","1"
"53","0.01","0.3","0.6","0.25","100","random","0.7","4","35","27","8"
"51","0.01","0.3","0.6","0.25","100","random","0.7","8","23","21","2"
"53","0.01","0.3","0.6","0.25","100","random","0.7","5","51","40","11"
"51","0.01","0.3","0.6","0.25","100","random","0.7","9","31","27","4"
"53","0.01","0.3","0.6","0.25","100","random","0.7","6","66","51","15"
"51","0.01","0.3","0.6","0.25","100","random","0.7","10","42","35","7"
"53","0.01","0.3","0.6","0.25","100","random","0.7","7","82","60","22"
"53","0.01","0.3","0.6","0.25","100","random","0.7","8","93","70","23"
"53","0.01","0.3","0.6","0.25","100","random","0.7","9","96","73","23"
"51","0.01","0.3","0.6","0.25","100","random","0.7","11","58","45","13"
"53","0.01","0.3","0.6","0.25","100","random","0.7","10","98","74","24"
"50","0.01","0.3","0.5","0.25","100","random","0.7","3","23","16","7"
"51","0.01","0.3","0.6","0.25","100","random","0.7","12","76","60","16"
"51","0.01","0.3","0.6","0.25","100","random","0.7","13","86","66","20"
"51","0.01","0.3","0.6","0.25","100","random","0.7","14","94","73","21"
"53","0.01","0.3","0.6","0.25","100","random","0.7","11","100","75","25"
"51","0.01","0.3","0.6","0.25","100","random","0.7","15","97","74","23"
"51","0.01","0.3","0.6","0.25","100","random","0.7","16","99","74","25"
"51","0.01","0.3","0.6","0.25","100","random","0.7","17","100","75","25"
"52","0.01","0.3","0.6","0.25","100","random","0.7","0","0","0","0"
"40","0.01","0.3","0.4","0.25","100","random","0.7","16","94","71","23"
"54","0.01","0.3","0.6","0.25","100","random","0.7","0","0","0","0"
"52","0.01","0.3","0.6","0.25","100","random","0.7","1","1","1","0"
"54","0.01","0.3","0.6","0.25","100","random","0.7","1","1","1","0"
"50","0.01","0.3","0.5","0.25","100","random","0.7","4","30","21","9"
"54","0.01","0.3","0.6","0.25","100","random","0.7","2","1","1","0"
"40","0.01","0.3","0.4","0.25","100","random","0.7","17","95","72","23"
"50","0.01","0.3","0.5","0.25","100","random","0.7","5","44","29","15"
"55","0.01","0.3","0.6","0.25","100","random","0.7","0","0","0","0"
"50","0.01","0.3","0.5","0.25","100","random","0.7","6","58","39","19"
"56","0.01","0.3","0.6","0.25","100","random","0.7","0","0","0","0"
"56","0.01","0.3","0.6","0.25","100","random","0.7","1","0","0","0"
"56","0.01","0.3","0.6","0.25","100","random","0.7","2","1","0","1"
"56","0.01","0.3","0.6","0.25","100","random","0.7","3","2","1","1"
"56","0.01","0.3","0.6","0.25","100","random","0.7","4","7","4","3"
"56","0.01","0.3","0.6","0.25","100","random","0.7","5","15","10","5"
"56","0.01","0.3","0.6","0.25","100","random","0.7","6","31","24","7"
"50","0.01","0.3","0.5","0.25","100","random","0.7","7","74","51","23"
"55","0.01","0.3","0.6","0.25","100","random","0.7","1","5","3","2"
"50","0.01","0.3","0.5","0.25","100","random","0.7","8","89","64","25"
"54","0.01","0.3","0.6","0.25","100","random","0.7","3","4","3","1"
"50","0.01","0.3","0.5","0.25","100","random","0.7","9","94","69","25"
"50","0.01","0.3","0.5","0.25","100","random","0.7","10","97","72","25"
"50","0.01","0.3","0.5","0.25","100","random","0.7","11","100","75","25"
"56","0.01","0.3","0.6","0.25","100","random","0.7","7","43","33","10"
"55","0.01","0.3","0.6","0.25","100","random","0.7","2","9","7","2"
"56","0.01","0.3","0.6","0.25","100","random","0.7","8","63","48","15"
"52","0.01","0.3","0.6","0.25","100","random","0.7","2","2","2","0"
"56","0.01","0.3","0.6","0.25","100","random","0.7","9","82","60","22"
"40","0.01","0.3","0.4","0.25","100","random","0.7","18","98","73","25"
"54","0.01","0.3","0.6","0.25","100","random","0.7","4","5","4","1"
"55","0.01","0.3","0.6","0.25","100","random","0.7","3","15","12","3"
"52","0.01","0.3","0.6","0.25","100","random","0.7","3","3","3","0"
